Actor,file_name,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,ZCR,emotion
Actor_24,03-01-03-02-01-02-24.wav,-549.2362,55.645756,-18.499104,3.8865366,2.1703668,-1.3207947,-13.935467,-1.307494,-6.1642942,-6.7242785,-1.748288,-2.759629,-6.3369293,-2.2109926,3.369204,-3.7287962,-4.4679317,2.997232,-4.0703244,-4.058586,0.075976010769774,happy
Actor_20,03-01-05-01-01-02-20.wav,-595.6473,46.199554,-13.741199,4.2887473,-10.609287,-1.1654967,-10.099291,-1.5633371,-7.375106,-10.405723,-5.1999736,-6.2802763,-5.79413,-2.1754968,-7.2268033,-5.0063214,-4.477563,-5.641193,-6.219874,-3.2680461,0.054994936342592594,angry
Actor_21,03-01-07-02-02-02-21.wav,-618.6751,85.83497,-1.0958582,18.13473,8.961025,20.293146,-6.4913483,5.1617336,2.2617815,-4.3415275,-4.1624103,4.018547,4.613577,2.037133,-1.6856931,3.6140137,3.2217278,1.6365004,1.2535765,-2.018941,0.0665135933310992,disgust
Actor_10,03-01-03-01-02-02-10.wav,-535.36005,66.8623,-6.2552166,4.6127987,0.13215066,3.6647992,-16.212788,-2.6981528,-13.52698,-13.774392,-4.154656,-0.374064,-7.1439157,-8.474545,-1.946556,-1.8022832,-7.8600826,-1.5357481,-2.2883534,-3.449911,0.1259937225439297,happy
Actor_18,03-01-06-01-01-01-18.wav,-609.46,62.59998,-8.533149,-0.44424295,-10.947049,3.449654,-12.856941,0.32903546,-7.2083254,-12.405253,-6.8502607,-1.1466697,-1.407821,-6.5223947,-5.956888,-0.37866232,-4.8791533,-2.643936,-1.9555464,-8.694922,0.044738958494582044,fearful
Actor_04,03-01-07-01-01-01-04.wav,-628.2414,59.146286,-3.4290037,7.1251993,-4.9693146,2.9737241,-8.271731,1.3791871,-6.1414022,-5.632515,-8.136983,-2.4559796,-3.0034993,-4.071291,-6.867607,-1.0879474,-0.29550284,-5.295255,-4.810289,-2.1828144,0.06460921490778689,disgust
Actor_18,03-01-05-01-01-02-18.wav,-593.33264,72.956505,-13.331355,5.087068,-7.035333,1.3338491,-13.315836,8.464623,-8.667773,-12.896172,-9.352843,-2.7599022,-1.5201509,-5.3122697,-3.4794014,-3.7351468,-5.4145045,-0.54277754,-4.226142,-5.1858177,0.07110346580038265,angry
Actor_11,03-01-06-02-01-02-11.wav,-472.8222,53.581142,-7.775904,11.045126,-1.8907447,7.6940746,-4.9109936,1.6305258,-0.97697747,-1.9669666,-5.455019,-0.7456889,-0.73622745,0.6273101,-5.693228,-2.2067058,-2.218037,-1.944924,0.5628295,-1.0055382,0.0654085989410299,fearful
Actor_16,03-01-02-01-02-02-16.wav,-671.11945,58.30773,4.466759,16.33403,0.37182352,7.974557,-11.2577715,-3.5403695,-9.353854,-3.274194,-1.3890245,-3.0548358,-5.4166965,-5.867499,-2.0536633,-2.7170413,-6.1365423,-2.4259038,-5.2195325,-2.9311419,0.06720306838768116,calm
Actor_16,03-01-05-02-02-02-16.wav,-467.17688,41.289196,-12.171492,3.8007672,-4.4440317,-1.9300923,-15.296289,0.39723453,-5.8751426,-11.244269,-6.740289,2.8042068,-5.31536,-7.362759,-0.77857924,-2.0069222,-7.734724,-1.9940243,-5.0579042,-2.33681,0.08913177969568063,angry
Actor_23,03-01-04-02-01-01-23.wav,-603.57245,65.23966,2.0636096,8.543237,2.7293727,16.630287,-7.243426,4.377881,-12.744414,-3.8833902,-9.102304,-4.987542,-2.1033165,-3.8341584,-4.0303664,-0.40407512,0.48180786,-2.2634537,0.41865954,-1.363032,0.09625959515274314,sad
Actor_14,03-01-08-01-02-02-14.wav,-669.2542,44.0373,-3.5720663,3.546434,-3.934079,-1.2044445,-12.074918,-0.7777688,-12.204194,-1.5016711,-4.4854593,-4.8020234,-4.6945815,-5.571348,-4.832781,-3.9331956,-2.5248632,-3.9360394,-3.053845,-2.9686475,0.06882245463709677,surprised
Actor_18,03-01-07-02-01-01-18.wav,-509.0367,37.55888,-22.583635,-2.6307678,-7.3256974,-4.155247,-14.18966,3.1269612,-10.681503,-9.903638,-10.674848,-1.890537,-1.5642179,-9.179916,-3.4356265,-4.9672804,-5.3849783,-2.5209467,-5.1301284,-4.2494464,0.07906450544084821,disgust
Actor_15,03-01-02-01-01-01-15.wav,-695.8135,96.01543,10.699649,15.173567,7.7363544,15.4044485,-2.7497928,4.937383,2.1545098,2.9831789,1.2629076,-0.028954715,0.5931698,3.901478,1.0634904,-0.19700873,1.0372119,2.6471093,1.2219908,1.5768278,0.04993003731343284,calm
Actor_05,03-01-04-01-01-02-05.wav,-787.7235,86.2447,9.011122,18.975998,10.758525,14.432211,-1.9265208,5.288622,-1.0911804,-3.5004332,2.3677983,4.008994,3.2417512,1.9829882,0.15758382,-1.5691638,-0.93610424,1.5775902,3.0432544,-0.005386666,0.06156496288489736,sad
Actor_10,03-01-01-01-01-02-10.wav,-578.1701,73.206566,2.0347974,14.9115305,-0.5970035,8.493226,-12.140991,-1.3571066,-11.369603,-6.9111547,-3.3266375,-0.852319,-2.8861935,-4.5483427,-2.0682483,1.2007319,-6.21261,-0.60400265,0.28556874,0.3807062,0.1095241970486111,neutral
Actor_03,03-01-06-02-02-01-03.wav,-425.4289,71.385544,-13.045389,14.818954,-3.7614074,12.552748,-1.9730872,4.2654114,-14.23406,-6.522216,-6.463125,-9.7915325,-0.38614845,0.5549416,-10.215,-3.8317533,-2.2606878,-1.0869687,-0.15785758,1.1380463,0.07135049143145161,fearful
Actor_21,03-01-05-02-01-01-21.wav,-382.97934,66.60858,-17.706032,1.7126266,4.9085994,9.020983,-13.56261,-7.1522417,0.2545297,-7.3429227,-10.889815,-0.44945768,0.53663146,-5.994277,-6.956622,0.0026955954,-2.8945742,-4.1258802,-2.5946372,-4.7190046,0.07982922065548781,angry
Actor_20,03-01-08-02-01-01-20.wav,-527.27814,56.267395,-24.903807,2.0987084,-8.145054,-2.9493089,-17.689379,-1.0354323,-13.587098,-10.085804,-5.5266542,-4.4095073,-8.090686,-5.281757,-4.3086286,-1.1012346,0.18070354,-0.3832114,-5.491346,-0.46923167,0.08034521901709402,surprised
Actor_05,03-01-04-01-02-02-05.wav,-777.7711,83.46096,16.423904,23.009153,9.652597,14.920284,-2.1152387,7.3887377,-1.0237087,-3.1468568,2.032435,5.703924,3.4100246,3.9955513,-0.21756648,0.55587226,0.7662121,1.0031891,3.9681056,-2.0704677,0.06398027792744253,sad
Actor_19,03-01-08-01-02-02-19.wav,-774.60785,76.40628,13.699202,24.771713,7.8715277,10.201298,1.1395165,9.480952,-0.32974783,-1.6415405,-2.0264702,0.48728433,5.340453,-1.2329352,0.7484935,4.7272177,0.2561903,-0.3921173,3.8287697,0.62844735,0.055246988932291664,surprised
Actor_14,03-01-05-01-01-02-14.wav,-605.04694,47.476833,-9.615088,6.7400136,-5.050027,-2.455464,-14.211083,3.2186139,-8.974826,-4.625892,-3.9941988,-3.1720202,-2.0450475,-2.5761383,-4.6337194,-1.2765588,-2.562496,-1.5847459,-2.3298264,-0.8960838,0.0710729840158046,angry
Actor_19,03-01-04-02-02-01-19.wav,-654.1603,82.15464,5.601502,14.446498,5.4206743,10.667193,3.8656604,-0.29223052,-9.561084,0.4523205,-2.9449153,-9.67523,-2.9461083,-3.1151285,-0.8604258,-0.28324908,-0.18728676,0.19705696,0.33639416,-0.98648185,0.051861572265625,sad
Actor_02,03-01-02-01-01-02-02.wav,-685.27014,66.034645,-5.312263,8.085226,-0.22538449,3.311465,-9.604638,4.020546,-10.162641,-3.7117693,-2.5037436,-3.869077,-2.9866397,-5.7223406,-6.992956,-2.9947681,-0.64519954,-4.33117,-5.834762,-2.5790184,0.04958781790226064,calm
Actor_04,03-01-05-01-01-01-04.wav,-585.7502,52.763435,-10.848471,5.038837,-3.4996076,-2.7646472,-9.978086,-1.5135897,-9.520382,-9.057546,-5.0416927,-4.515839,-3.724873,-4.910316,-7.609563,-0.8205267,-4.042697,-7.279726,-5.1117845,-2.9424584,0.06976528825431035,angry
Actor_12,03-01-08-02-02-01-12.wav,-565.5392,60.67557,-4.08863,6.459075,-2.819908,4.89515,-10.469533,-3.583606,-7.9111633,-8.803016,-2.32469,1.0763062,-7.7497573,-3.946806,-1.5956202,-4.5478687,-2.8648975,0.9693763,-3.0572417,-4.333569,0.10268512954059829,surprised
Actor_22,03-01-05-01-02-01-22.wav,-607.648,63.48603,-7.1956563,7.634901,-6.7317104,6.851705,-11.061661,-2.5199246,-7.8774676,-7.1210017,-7.9870944,-3.0020342,2.1572418,-9.207769,-3.9386992,0.15319669,-7.595239,-0.7916805,-5.036653,-5.3441486,0.07948223355716254,angry
Actor_19,03-01-05-02-02-02-19.wav,-435.33838,50.19664,-23.627258,5.7190857,0.618715,0.628337,-15.708985,-3.1469927,-6.8110414,-2.0740478,-11.135592,-4.13401,3.6573248,-4.5767384,-6.8316693,2.2472517,-4.6889725,-6.50512,-6.6954737,-2.038648,0.07722453327922078,angry
Actor_19,03-01-08-01-01-01-19.wav,-695.03546,89.54068,9.15577,22.483866,5.0720544,14.25665,0.13466112,7.839978,-6.676374,-4.2083144,-4.5125055,-3.7135508,2.5624378,-4.249038,-1.3720123,2.0106738,-0.9911127,-1.1930817,2.510768,1.5276148,0.05381944444444445,surprised
Actor_20,03-01-08-02-02-01-20.wav,-532.54065,63.206,-31.056423,5.5103703,-8.487681,3.2154458,-16.63758,1.5776985,-16.210207,-15.472168,-9.140266,-2.590596,-11.015903,-7.272976,-6.269831,-3.8663223,-3.7355795,-4.970914,-8.02395,-3.38215,0.09204542780496988,surprised
Actor_21,03-01-04-02-01-02-21.wav,-551.14886,79.70029,-9.187001,4.9539857,7.1074038,14.205879,-7.628701,-11.831109,-5.358673,-7.557809,-16.627752,-6.047764,4.6934843,-7.8058043,-10.478749,-0.27425382,-2.6429474,-5.145096,-2.6541274,-1.9197942,0.05966772521820449,sad
Actor_20,03-01-07-01-02-01-20.wav,-734.43134,54.31177,1.341139,12.54481,-8.250696,6.9333467,-10.011932,1.0732641,-13.27999,-4.082446,-3.898822,-4.5131803,-5.266293,-4.499149,-5.2506814,0.11990477,-5.2431164,-1.8178786,-6.8512173,-4.2772884,0.06841808330278593,disgust
Actor_05,03-01-02-01-02-01-05.wav,-779.2038,86.27436,9.48881,24.385427,7.622753,9.100189,0.67175275,4.375345,-0.6787247,-2.7116053,2.4223845,3.5341513,4.8084188,2.3839438,1.5600666,0.3572644,0.20923315,2.2531228,1.3492086,-1.9099524,0.06335071681701031,calm
Actor_08,03-01-08-02-02-01-08.wav,-592.37866,54.34656,-0.35552037,7.277545,-4.4156175,5.5840793,-9.459206,10.64198,-6.8839436,-6.393493,-1.8503135,-3.0424914,-0.20122428,-2.4955938,-5.2102256,-0.4766243,-0.260532,-0.862687,-2.7048845,-0.81965196,0.0627803855917367,surprised
Actor_19,03-01-07-02-01-02-19.wav,-490.2048,50.333805,-18.54089,14.203277,-5.772608,0.5683329,-11.674704,2.123715,-13.284012,-3.700049,-6.101388,-7.4344006,-1.1951275,-2.3184206,-5.919024,-0.9360866,-4.6778274,-5.4142947,-1.8115338,-0.8877139,0.09997139362373737,disgust
Actor_24,03-01-05-02-01-02-24.wav,-491.46426,52.54783,-22.691208,4.3568935,-9.37085,-4.8912754,-17.746723,-1.4168029,-7.1762505,-10.480401,-5.0359435,-2.502449,-7.61197,-5.2869964,3.014294,-6.796461,-7.1161575,1.4564812,-7.246955,-6.1407595,0.06995760289634147,angry
Actor_11,03-01-08-02-01-01-11.wav,-618.6782,51.336807,0.84473634,13.776072,-0.73259205,8.760255,-2.8669484,4.1627007,-3.0038083,-0.709388,-3.807003,-1.6861855,0.91255164,1.1212145,-2.7318616,-1.4922979,-3.1238,0.76286405,-1.5378505,-1.8302892,0.053441365559895836,surprised
Actor_01,03-01-06-02-01-02-01.wav,-433.3269,61.518326,-13.174424,0.064510785,-7.5669017,10.038398,-4.9071875,-2.5612373,-12.315669,-12.537489,-11.446819,-8.186241,-1.3809906,-7.937912,-7.4867306,-3.9536462,-6.169226,-2.4556212,0.49967772,-1.832733,0.08150984414258794,fearful
Actor_10,03-01-06-01-02-02-10.wav,-608.02515,59.844227,8.679351,13.863491,0.4685615,12.895133,-6.9407296,5.083264,-10.899532,-6.2234664,2.4504328,0.18926473,-1.7884673,-6.77824,-1.6119027,0.6299397,-3.4932578,2.2465987,-1.8042045,-1.077826,0.10461917085913312,fearful
Actor_23,03-01-04-01-02-02-23.wav,-676.43854,66.30843,1.1813395,14.0112915,2.4163728,16.886127,-6.418675,8.651376,-6.592748,-0.36855102,-4.677448,-3.2389839,-0.30279657,-0.803969,-4.452398,0.117685825,0.16854766,-1.5476531,-0.72393525,0.006003714,0.06603260869565217,sad
Actor_13,03-01-04-01-02-02-13.wav,-741.58527,78.17808,12.87621,15.833035,3.1479604,13.104959,-0.8375258,0.9124641,-5.8719473,-2.2271724,-1.6233876,-0.1319385,1.9364048,-2.393508,-0.7290793,5.0684814,0.29209185,-1.2233896,2.4806488,-1.3587296,0.06613275069224683,sad
Actor_22,03-01-04-01-01-01-22.wav,-686.034,72.00838,-1.7786266,8.038586,-2.3965137,13.9933605,-10.5649605,-1.625542,-7.4246984,-9.350846,-5.8543916,-2.685557,0.47403586,-8.088379,-1.5468214,-0.4705735,-4.8453765,2.8953402,-5.560947,-1.808732,0.06882743158284024,sad
Actor_10,03-01-03-02-02-01-10.wav,-377.4277,43.8968,-24.442991,-1.9149348,-6.929686,0.47552606,-18.031036,-7.2075467,-10.98302,-15.062272,-11.095674,-2.9686933,-7.773412,-12.554144,-6.0095,2.7839162,0.56264466,8.46677,10.75564,4.5962186,0.1302097244480057,happy
Actor_18,03-01-03-02-02-01-18.wav,-492.10858,42.304478,-34.118587,-6.3505692,-8.457234,0.38978982,-15.319623,-8.202747,-10.428465,-9.581352,-10.78889,1.8977861,-5.4635987,-8.184197,-4.91084,2.8999133,4.9959884,4.6354423,8.215956,7.9389567,0.0794381179378531,happy
Actor_03,03-01-04-02-02-01-03.wav,-454.31,71.67222,-8.020229,7.775586,1.767396,12.760119,-3.620777,-1.377639,-12.551631,-8.867119,-8.763046,-9.168039,-1.5708234,-3.5845604,-8.510371,-0.42887056,-3.4269998,-4.3741374,-0.6118799,0.8605403,0.06218845858895705,sad
Actor_13,03-01-06-02-01-02-13.wav,-519.4723,47.38946,-7.656304,8.520169,-4.010078,4.595386,-6.9368114,-4.25197,-7.740159,0.6918093,-5.232281,-3.9782743,-2.356901,-1.6292409,-6.32212,0.4480237,-2.7009,-2.6532047,-1.8167882,0.38853925,0.06243001832247557,fearful
Actor_07,03-01-06-01-01-02-07.wav,-666.31006,77.826775,-6.2345257,11.061894,1.8930616,13.460344,-10.770215,-5.6061125,-9.452147,-9.306153,-5.7762713,-1.3667864,-1.9807469,-5.9571857,-1.8728831,1.6456885,-8.088735,-1.5142071,2.056864,-5.871733,0.06166443056610942,fearful
Actor_14,03-01-08-01-01-01-14.wav,-710.78357,48.772247,-2.8655765,5.872848,-0.8269331,-1.8468431,-11.807064,3.3284917,-12.084663,-0.605208,-5.4879427,-3.3921018,-3.9089942,-5.505988,-4.7650743,-2.5790267,-3.4610012,-4.291646,-2.9505453,-2.0024912,0.06648357313049853,surprised
Actor_18,03-01-08-02-01-01-18.wav,-622.58813,48.524673,-8.944772,9.128386,-8.407891,7.7788982,-9.049196,8.985635,-5.476613,-5.361671,-6.162274,-4.4592876,-6.066703,-3.2430954,-4.583557,-2.0979397,-4.173157,-1.4601405,-2.85548,-2.9099898,0.059727822580645164,surprised
Actor_08,03-01-06-02-01-01-08.wav,-456.71066,38.930515,-18.339878,1.4907621,2.0190573,0.10717029,-10.820808,3.3826115,-5.432341,-8.170105,-1.3711201,-0.94340926,-2.4659653,-2.1578157,-2.5873532,-1.0016589,-0.69436324,-0.9940374,0.093212955,1.2897742,0.07037140792560322,fearful
Actor_12,03-01-04-01-01-02-12.wav,-641.9382,81.56063,-0.5259811,9.225303,4.0560455,10.26979,-8.156503,0.723831,-8.141051,-12.107889,-4.507112,0.48546723,-5.0475464,-3.59813,-2.1180372,-6.886118,-4.328882,2.4010415,-4.65948,-7.9257884,0.059766780695266274,sad
Actor_16,03-01-02-02-01-02-16.wav,-652.0713,75.070816,2.0164633,12.191662,1.6864555,11.937418,-11.239147,-2.6883962,-7.788512,-3.5277367,-1.617197,-1.7330304,-6.853225,-8.290882,-2.5388978,-0.6981424,-6.2330976,-1.7395318,-4.549905,-4.2147927,0.05832321579391892,calm
Actor_11,03-01-02-01-02-01-11.wav,-742.5898,77.872635,16.302906,31.207113,7.2443495,17.545584,3.6896102,9.412281,-0.23175701,0.19097398,1.3019346,1.9625459,4.9610734,3.393763,-1.2643269,1.4408722,-0.8376817,2.5887947,2.2069569,1.0515673,0.059047711162140575,calm
Actor_23,03-01-02-01-01-02-23.wav,-731.4882,70.913635,6.48944,12.725701,3.7193983,17.03768,-4.4894657,4.3252664,-4.0683894,-0.78218406,-3.9224386,-3.269229,1.7539625,-0.49394405,-4.1477,0.20700511,-2.0989864,-0.15012164,1.2472515,-0.53027,0.06143651832460733,calm
Actor_09,03-01-07-02-01-02-09.wav,-698.40314,90.15876,2.9510896,14.607256,12.337192,16.08213,-6.775426,2.0506058,-1.7485104,1.0701942,-2.8971152,-2.823257,-2.2045693,-3.316439,-1.7858188,2.1716137,-2.110606,-3.79113,-0.1152182,0.8765643,0.07600127070783133,disgust
Actor_20,03-01-05-01-01-01-20.wav,-747.6314,52.891716,-4.1807866,11.691941,-3.4282026,3.4137092,-6.4345307,0.22758187,-7.807839,-7.4273105,-3.1882942,-6.8817163,-4.050827,-1.1446897,-6.2823696,-3.5964637,-2.41891,-4.192234,-3.6461732,-4.6185217,0.03880069130345395,angry
Actor_24,03-01-06-01-02-02-24.wav,-558.42786,46.290516,-13.890771,7.73496,-10.606211,-1.095854,-10.947169,-1.9517518,-10.993224,-6.7343764,-4.00352,-3.0303533,-6.7058535,-3.2483163,-3.9591403,-4.4634566,-4.0041847,0.22532378,-5.2688847,-5.603335,0.08779712433510638,fearful
Actor_08,03-01-06-01-01-01-08.wav,-564.7043,66.44487,-15.156415,-0.37144262,3.278944,8.824377,-13.074861,5.59104,-11.038132,-11.045896,-0.8757744,-3.0789416,-6.393829,-5.272104,-6.594098,-0.18857156,-1.1014048,0.5253393,1.0330715,-3.043777,0.07594017049262734,fearful
Actor_13,03-01-07-01-01-01-13.wav,-761.21124,81.408676,6.931586,13.737689,7.4487157,13.584227,-1.0575315,4.5994,-1.3511951,-1.927209,-0.83550304,1.7631451,2.3660147,-1.12874,2.2990212,5.6495104,-0.8930948,-0.43023807,3.5163202,-1.6569147,0.06104674258474576,disgust
Actor_10,03-01-05-02-01-02-10.wav,-398.36682,61.800625,-18.434244,-3.8000765,-8.24678,-4.3279595,-15.773354,-2.7261915,-8.563694,-9.873085,-10.200603,-5.562944,-4.9734178,-8.91955,-6.767506,-6.425144,-8.117074,2.0777318,-1.9041784,-4.734804,0.07377464657738095,angry
Actor_06,03-01-05-01-02-02-06.wav,-573.6514,55.04719,-16.191498,3.3417966,-3.8714046,0.09816521,-16.442095,-5.7413125,-5.57229,-9.8566065,-4.522477,-1.0006738,-2.668076,-6.2963815,-2.8444772,-4.210142,-4.821772,-0.9046489,-6.893396,-3.6655967,0.09921181267076502,angry
Actor_04,03-01-04-02-02-01-04.wav,-479.5994,31.606533,-34.470085,-2.6496248,-14.19438,-5.0190835,-21.579617,-9.044331,-14.256279,-16.10836,-5.293347,-4.50399,-6.3209643,-0.47608766,0.7025738,9.987548,13.868305,6.43657,0.35756135,0.048662435,0.09677072298728813,sad
Actor_07,03-01-07-01-02-02-07.wav,-698.91364,67.23646,6.175064,21.191088,2.876388,15.74372,-14.501319,1.332984,-5.1051245,1.1244338,-3.1243463,-3.663961,-1.7426927,0.14849082,-4.1544366,2.0197823,-3.0043817,-1.0660498,0.22638841,-2.5660646,0.07232298333960843,disgust
Actor_13,03-01-05-01-02-01-13.wav,-603.27124,68.39223,-4.1049185,10.763319,3.5729406,9.676021,-4.0988755,-0.9458308,-2.6815264,-5.095329,-10.768066,-1.3166014,0.70479286,-5.637141,-1.6802018,4.641952,-2.277844,-2.1951392,1.2057348,-2.7443523,0.07233641133505918,angry
Actor_11,03-01-04-02-01-01-11.wav,-635.47363,63.993034,6.8975763,16.907991,0.07839517,9.819348,-0.16363867,3.4819324,-2.0873644,-0.17977154,-3.0077584,-3.7073565,-0.40139824,1.1301258,-2.5528655,1.0485193,-1.9242581,1.283246,1.5522873,-0.31063288,0.06462628544329073,sad
Actor_09,03-01-05-01-02-01-09.wav,-621.83234,82.45764,-4.8569264,8.793169,9.40036,21.183865,-2.586216,-0.2882539,-0.37769458,-7.8018064,-7.604285,0.25195268,1.6407536,-2.1733427,-3.825141,3.5896785,2.5705152,-2.557229,-1.3663193,-1.2820348,0.07301821803774929,angry
Actor_06,03-01-05-01-02-01-06.wav,-604.39777,65.40564,-19.0879,2.2016296,-3.8812475,0.5013402,-21.305948,-4.8047795,-9.561754,-12.292963,-3.3509314,-1.1010501,-4.0962615,-6.2486277,-3.3647146,-5.556131,-5.862071,-2.184135,-6.765434,-3.3036919,0.09638053797468354,angry
Actor_24,03-01-06-02-01-02-24.wav,-497.26718,29.747702,-16.749748,-2.781938,-13.29005,-4.604352,-16.823717,-5.616928,-8.64881,-9.526477,-6.052828,-4.4172626,-5.346954,-2.165839,3.3895152,5.881586,7.692854,12.060235,5.1872864,-1.0306715,0.09491573952879581,fearful
Actor_02,03-01-07-01-01-01-02.wav,-666.80176,72.579124,-11.815956,6.9202304,-2.7584267,0.7492378,-5.3767095,1.8880272,-13.400004,-4.9366503,-2.646663,-0.7979515,-4.5095673,-2.0346909,-3.0207548,-3.8283153,0.49006835,-3.080978,-4.469811,-1.5064778,0.0573143115942029,disgust
Actor_14,03-01-06-01-02-02-14.wav,-673.2973,46.399525,-5.887792,8.79814,0.3826318,3.561972,-12.489609,-2.5247946,-17.740757,-3.269824,-1.1629778,-5.7099237,-5.8532867,-4.663929,-3.4889042,-0.75026244,-4.624046,-3.8741236,-4.389047,-4.6969175,0.08748732941060126,fearful
Actor_03,03-01-07-02-01-02-03.wav,-559.0867,95.37837,-5.898039,18.884579,-3.1551678,12.157998,-14.379378,3.9424574,-12.291296,4.836809,-5.3656974,-3.7733107,2.6006687,-1.8040534,-4.4484878,-0.9505422,-5.0176816,-2.1738937,-5.5305614,-2.5977447,0.09640320616883116,disgust
Actor_22,03-01-06-02-02-02-22.wav,-501.75925,42.498474,-26.166346,0.6102197,-10.696171,0.929902,-14.7198305,-12.425635,-12.321523,-10.894655,-11.4296255,-2.6313689,-8.172051,-10.812987,-5.7552853,-0.61877006,-9.266891,-2.4498336,-4.106897,-8.948983,0.08522241355399408,fearful
Actor_19,03-01-03-02-01-01-19.wav,-622.56067,77.29836,2.5113106,22.080555,-0.3855588,9.037427,-0.07908949,5.239521,-7.5224442,-2.0562727,-5.724963,-0.5403315,6.581602,-0.20659624,-4.25128,2.1866333,1.3140118,2.2551808,1.6102228,-1.7419206,0.04846536237641243,happy
